geneName,4cell,4cell,4cell,4cell,4cell,4cell,4cell
gene15663,22.063275,48.980824,33.766289,33.767939,64.251288,58.738321,40.942153
gene15664,4.853937,5.764658,17.483294,10.956743,22.826743,34.043015,9.151131
gene15665,18.764421,3.610385,0.000000,1.848833,4.256104,0.000000,17.813960
gene15666,1182.081619,1453.238219,1927.129487,1627.719807,1479.732157,1571.541455,1706.092350
gene15667,23.067747,12.588363,12.603894,1.448578,45.058584,24.420677,25.551643
gene15668,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000
gene15669,1.116844,8.709251,2.640706,2.724387,9.092351,3.160991,6.747022
gene15670,20.708845,0.422634,16.074563,18.128483,10.219637,45.005018,31.121549
gene15671,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,8.253881
gene15672,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000
gene15673,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000
gene15674,0.000000,0.000000,0.000000,25.222776,8.735299,29.336031,0.000000
gene15675,48.698441,13.775306,57.476295,25.868329,55.728304,18.187431,12.408711
gene15676,0.000000,0.000000,0.041346,0.970289,0.058599,2.297709,0.000000
gene15677,0.000000,0.000000,0.000000,0.000000,1.648858,21.416317,0.000000
gene15678,15.116937,15.417091,87.291778,43.916324,36.530723,15.209953,51.764521
gene15679,0.039624,0.000000,10.568147,0.000000,0.000000,0.000000,0.000000
gene15680,0.000000,0.000000,0.704934,0.000000,0.000000,0.000000,0.491970
gene15681,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000
gene15682,0.000000,0.000000,0.067518,1.386442,12.248758,3.634958,2.597527
gene15683,155.281140,269.061213,266.023063,207.530395,97.456212,94.643507,103.951457
gene15684,0.307312,0.000000,0.000000,0.000000,0.000000,0.716500,0.000000
gene15685,0.000000,0.000000,0.000000,0.000000,1.065242,0.000000,0.000000
gene15686,333.423048,355.831320,450.491506,254.296225,250.681214,294.637184,123.297987
gene15687,0.000000,20.847196,4.543057,18.773059,11.589950,18.571320,12.928216
gene15688,590.580158,600.885223,390.876297,555.554584,477.633117,512.527530,436.960468
gene15689,41.973290,48.499726,0.323386,1.106752,0.305556,22.838937,128.473663
gene15690,991.109993,866.168994,1346.390958,987.145637,1055.721597,951.778790,891.595795
gene15691,0.000000,0.000000,0.000000,9.186563,0.035156,0.000000,2.746002
gene15692,1.259240,4.063672,4.640738,0.008103,0.109622,1.880531,2.455088
gene15693,52.757294,80.368796,87.839014,27.248290,0.000000,12.505871,0.000000
gene15694,0.000000,12.074106,0.000000,0.000000,0.000000,32.944610,0.000000
gene15695,0.000000,0.000000,0.000000,0.000000,0.000000,8.412700,0.000000
gene15696,0.000000,0.000000,0.000000,0.000000,0.212835,0.000000,0.000000
gene15697,22.310814,1.659584,8.308482,0.000000,0.000000,0.000000,0.000000
gene15698,0.000000,0.000000,0.000000,19.636601,0.000000,2.691548,0.155339
gene15699,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000
gene15700,37.984410,45.321909,18.356256,18.750522,8.826948,45.988290,90.884386
gene15701,16.659576,28.195424,30.806351,18.931393,68.797512,58.861814,29.653641
gene15702,0.000000,0.000000,0.062393,0.000000,0.000000,0.000000,0.000000
gene15703,0.000000,0.000000,0.000000,0.000000,0.000000,0.056175,0.000000
gene15704,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000
gene15705,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000
gene15706,0.034170,21.097180,3.792212,0.986839,8.408791,0.000000,27.276714
gene15707,117.474166,59.443322,146.510031,189.576174,290.640783,231.141713,253.203034
gene15708,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000
gene15709,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000
gene15710,6.252292,0.652166,0.266382,0.976919,5.852112,1.388039,4.705645
gene15711,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000
gene15712,83.862537,152.476516,79.178322,30.524391,85.168517,59.345361,62.745207
gene15713,0.000000,0.000000,0.475429,25.173594,16.710829,14.449074,4.255328
gene15714,181.604404,322.899750,545.310322,443.920645,859.265255,452.862029,367.220741
gene15715,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000
gene15716,0.021718,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000
gene15717,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000
gene15718,0.000000,0.000000,0.000000,0.035304,0.000000,0.000000,0.000000
gene15719,37.835412,0.000000,2.288053,46.815844,8.917839,33.378120,107.785440
gene15720,38.096501,10.214883,77.450256,29.260610,19.588623,18.002087,0.460671
gene15721,47.309507,51.556193,54.151245,80.765642,26.815723,45.661791,63.568910
gene15722,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000
gene15723,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,20.789429
gene15724,51.932740,0.000000,0.000000,54.591168,8.529596,32.318881,1.789113
gene15725,1.301959,0.000000,1.271176,0.000000,0.000000,0.000000,0.000000
gene15726,8.288304,34.495012,54.399689,37.026069,23.642764,24.227424,20.573115
gene15727,0.000000,0.000000,0.000000,26.644813,0.000000,0.000000,0.296369
gene15728,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000
gene15729,31.445797,6.046071,14.365840,33.064122,21.385097,0.078455,24.047856
gene15730,108.337223,120.806110,38.903940,183.791722,97.189356,58.357423,61.559278
gene15731,0.000000,0.000000,0.000000,5.244124,0.000000,0.016470,0.000000
gene15732,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000
gene15733,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000
gene15734,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000
gene15735,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000
gene15736,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000
gene15737,17.440233,0.106484,26.863542,67.428000,120.670481,26.640660,59.586173
gene15738,0.000000,0.000000,4.546283,2.995042,0.491448,2.174575,11.131790
gene15739,0.000000,0.000000,0.000000,0.000000,0.000000,0.032229,0.000000
gene15740,8.992545,30.828407,34.255864,26.927654,18.758238,31.207206,19.989810
gene15741,94.023883,95.173562,0.925562,73.174919,87.863471,53.052652,56.014446
gene15742,263.118795,208.345645,471.944917,226.106372,206.903549,268.005104,165.380988
gene15743,0.010484,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000
gene15744,0.024717,0.000000,0.044243,0.000000,0.000000,0.038418,0.034736
gene15745,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000
gene15746,0.000000,0.000000,9.351435,0.000000,0.000000,0.000000,0.000000
gene15747,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000
gene15748,0.000000,0.000000,0.000000,0.000000,0.000000,0.232312,0.000000
gene15749,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000
gene15750,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000
gene15751,0.000000,16.280048,0.056890,0.000000,0.241890,0.172898,0.000000
gene15752,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000
gene15753,0.000000,0.056352,3.452638,0.000000,11.303786,0.000000,15.668293
gene15754,32.810646,42.314622,1.266395,25.347291,17.649531,17.594818,4.681420
gene15755,0.000000,0.000000,1.505164,0.000000,0.000000,2.178318,0.000000
gene15756,69.831659,60.124266,57.088099,43.817442,48.459482,43.583853,44.580727
gene15757,0.000000,26.275355,25.696139,0.000000,1.316352,18.549214,55.420113
gene15758,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000
gene15759,1.844426,6.500534,4.559311,0.000000,4.790718,1.774725,0.000000
gene15760,0.000000,0.000000,0.092724,0.000000,0.000000,0.000000,0.000000
gene15761,248.038323,225.189237,173.519603,160.051642,144.904760,169.174653,218.221071
gene15762,1.913505,0.000000,30.419251,0.179425,0.000000,0.000000,1.344627
gene15763,0.000000,0.000000,14.287359,0.000000,7.202818,1.706892,17.014410
gene15764,0.020835,1.643544,7.421901,2.297545,0.000000,0.032385,0.234258
gene15765,11.268145,0.020626,14.369086,11.816972,0.107469,14.617186,8.364468
gene15766,12.912650,94.831023,35.955077,68.594139,39.334730,37.335705,85.013687
gene15767,0.000000,0.000000,3.646879,0.000000,0.000000,2.611144,0.000000
gene15768,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000
gene15769,13.214279,0.000000,9.691840,0.551258,2.720044,4.888361,0.326475
gene15770,27.792916,0.000000,37.184958,7.463604,2.848779,27.707998,60.757126
gene15771,0.000000,0.000000,0.000000,0.039252,11.606138,0.046475,0.000000
gene15772,0.000000,0.000000,0.342908,0.000000,4.635712,0.000000,0.000000
gene15773,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000
gene15774,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000
gene15775,0.000000,1.743824,5.940484,17.614350,4.240002,0.000000,9.831446
gene15776,0.009882,31.218304,5.324276,10.831915,17.874955,36.924684,45.482877
gene15777,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000
gene15778,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000
gene15779,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000
gene15780,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000
gene15781,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000
gene15782,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000
gene15783,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000
gene15784,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000
gene15785,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000
gene15786,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000
gene15787,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000
gene15788,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000
gene15789,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000
gene15790,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.019922
gene15791,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000
gene15792,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000
gene15793,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000
gene15794,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000
gene15795,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000
gene15796,0.031528,0.910867,0.225742,0.041388,0.026662,0.000000,0.014770
gene15797,0.000000,8.286155,7.007264,3.142805,0.082077,0.000000,0.000000
gene15798,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000
gene15799,6.622422,0.772095,0.083481,20.019728,13.133235,9.931044,17.106892
gene15800,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000
gene15801,47.611702,50.925605,25.996270,46.928978,28.611807,23.896443,20.634798
gene15802,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000
gene15803,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000
gene15804,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000
gene15805,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000
gene15806,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000
gene15807,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000
gene15808,0.000000,0.000000,1.286467,0.104828,0.000000,11.046701,0.000000
gene15809,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000
gene15810,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000
gene15811,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000
gene15812,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000
gene15813,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000
gene15814,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000
gene15815,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000
gene15816,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000
gene15817,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000
gene15818,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000
gene15819,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000
gene15820,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000
gene15821,0.000000,0.000000,37.693016,55.754303,24.221081,102.628291,26.835236
gene15822,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000
gene15823,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000
gene15824,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000
gene15825,0.000000,0.000000,0.052072,0.000000,0.000000,4.883282,0.000000
gene15826,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000
gene15827,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000
gene15828,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000
gene15829,0.086894,0.000000,3.162551,11.026504,0.367401,16.972441,9.321472
gene15830,0.000000,0.000000,0.528436,1.595748,12.379709,7.233774,0.000000
gene15831,0.000000,0.000000,0.943417,12.766208,18.201855,16.172645,0.955751
gene15832,0.094420,5.953834,0.845070,10.194861,8.024694,10.933661,3.118411
gene15833,857.189450,1085.646857,1197.587369,780.750202,1040.014392,1104.876606,1386.909193
gene15834,21.882247,41.684957,47.192025,2.521397,58.879786,33.763653,25.676088
gene15835,51.206235,0.000000,38.335630,45.179461,24.884502,18.408323,31.302477
gene15836,0.000000,0.000000,1.856547,0.000000,0.000000,0.000000,0.000000
gene15837,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000
gene15838,1.362299,0.000000,0.000000,0.014307,0.000000,0.000000,0.000000
gene15839,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000
gene15840,0.000000,0.000000,0.000000,0.015900,0.000000,0.000000,0.000000
gene15841,62.718128,52.270612,101.516168,60.050089,37.272432,47.689059,43.620438
gene15842,22.664246,24.970892,29.438737,115.542999,84.543250,43.176603,52.840039
gene15843,0.000000,0.000000,0.069401,0.000000,4.278754,0.000000,0.000000
gene15844,0.000000,0.000000,0.036740,0.673601,9.477040,0.000000,0.028846
gene15845,0.000000,0.000000,1.040364,0.000000,0.000000,3.898810,3.955144
gene15846,1.547161,5.207750,4.814026,0.040893,0.052687,3.583011,3.575341
gene15847,1.336231,2.563153,18.120364,1.541514,25.116935,12.178517,0.000000
gene15848,211.933818,352.211411,338.456318,136.992115,279.532673,152.631636,177.910385
gene15849,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000
gene15850,74.254507,145.860676,105.781358,208.777222,263.764929,169.997638,102.343429
gene15851,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000
gene15852,11.502526,4.035742,2.044716,4.882197,5.391573,2.188402,16.277729
gene15853,22.963132,2.412576,21.660932,0.000000,24.414940,0.000000,0.000000
gene15854,9.107156,6.027376,4.584318,2.054682,2.887750,0.995236,5.348901
gene15855,0.000000,1.553365,0.475870,6.948035,1.103643,1.727984,10.529305
gene15856,48.703177,0.000000,0.000000,0.000000,19.035836,0.000000,0.000000
gene15857,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000
gene15858,0.053275,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000
gene15859,46.639855,9.931520,13.822072,6.863142,0.959865,6.094642,0.652579
gene15860,0.000000,0.000000,0.000000,0.555369,0.643958,0.000000,0.118908
gene15861,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000
gene15862,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000
gene15863,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000
gene15864,0.229039,0.223049,11.935072,0.000000,0.000000,0.909786,0.679548
gene15865,0.021416,0.020856,0.000000,0.000000,0.000000,0.000000,0.030099
gene15866,0.035517,0.034588,0.000000,0.139874,0.000000,0.138012,0.074873
gene15867,1.149060,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000
gene15868,36.245505,7.675434,1.520634,0.774435,22.629499,20.686541,4.908251
gene15869,103.580426,100.224791,96.796002,88.243151,52.447059,36.988731,85.012743
gene15870,16.918716,1.341098,7.445467,65.265044,23.600386,49.580694,1.895895
gene15871,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000
gene15872,0.000000,10.328407,2.233450,4.095260,1.582769,83.401248,8.767601
gene15873,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000
gene15874,0.000000,0.000000,0.961836,6.524892,0.113601,0.069601,0.000000
gene15875,0.000000,0.000000,0.000000,22.313729,0.000000,0.000000,0.000000
gene15876,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000
gene15877,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000
gene15878,0.000000,0.000000,0.176670,0.000000,0.000000,0.000000,0.000000
gene15879,27.726493,218.145756,99.324077,204.298032,91.351141,112.608501,270.230882
gene15880,7.967795,26.141106,10.870010,20.030872,4.562933,8.025980,18.237512
gene15881,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000
gene15882,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000
gene15883,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000
gene15884,0.017793,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000
gene15885,189.969787,157.887262,163.145423,140.548957,89.723296,109.905824,100.247677
gene15886,40.239141,10.224596,21.751036,27.530824,17.239230,13.585708,12.321182
gene15887,14.227381,18.963171,6.912047,0.731899,9.272551,15.919641,17.702624
gene15888,62.070424,11.211424,18.206676,49.936379,21.172741,40.710866,84.773017
gene15889,0.000000,0.000000,6.911914,0.000000,0.000000,0.000000,0.000000
gene15890,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000
gene15891,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000
gene15892,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000
gene15893,76.846967,82.549711,65.743835,61.075246,188.134555,184.502470,225.804379
gene15894,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000
gene15895,10.660815,0.000000,0.000000,0.016681,0.000000,0.000000,0.285726
gene15896,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000
gene15897,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000
gene15898,0.000000,0.000000,2.465241,63.284448,754.719148,308.286083,123.871959
gene15899,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000
gene15900,32.107216,2.503591,3.207281,9.512186,0.592935,20.224423,27.917673
gene15901,0.500594,36.952862,58.603347,28.454775,74.422313,28.166946,15.759247
gene15902,48.409914,57.946329,28.673410,29.053402,31.063478,46.188231,44.501860
gene15903,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000
gene15904,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000
gene15905,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000
gene15906,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000
gene15907,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000
gene15908,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000
gene15909,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000
gene15910,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000
gene15911,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000
gene15912,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000
gene15913,0.000000,0.000000,0.000000,0.000000,0.000000,0.143982,0.000000
gene15914,0.092290,0.000000,0.000000,0.000000,0.000000,0.143436,0.000000
gene15915,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000
gene15916,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000
gene15917,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000
gene15918,0.022716,0.066366,0.000000,0.000000,0.000000,0.035308,0.031925
gene15919,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000
gene15920,0.000000,0.000000,0.000000,0.000000,0.000000,0.018949,0.000000
gene15921,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000
gene15922,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000
gene15923,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000
gene15924,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000
gene15925,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000
gene15926,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000
gene15927,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000
gene15928,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000
gene15929,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000
gene15930,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000
gene15931,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000
gene15932,546.499954,246.511446,550.759734,637.835707,1128.300640,1389.304318,731.826813
gene15933,15.683710,115.033845,45.806831,60.323695,71.533561,41.093320,56.153030
gene15934,0.000000,0.000000,0.000000,0.000000,0.000000,0.274731,0.000000
gene15935,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000
gene15936,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000
gene15937,0.013222,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000
gene15938,35.360257,47.045958,23.045011,14.971815,62.038137,42.847011,27.297555
gene15939,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000
gene15940,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000
gene15941,107.800527,199.201832,150.170659,113.780986,134.775025,114.063341,72.985659
gene15942,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000
gene15943,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000
gene15944,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000
gene15945,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000
gene15946,0.265462,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000
gene15947,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000
gene15948,0.000000,0.000000,0.000000,0.000000,0.000000,0.575978,0.000000
gene15949,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000
gene15950,0.000000,0.082079,0.000000,0.000000,0.000000,0.000000,0.000000
gene15951,459.237755,347.009886,287.350271,265.619747,253.521664,183.400586,318.966776
gene15952,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000
gene15953,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000
gene15954,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000
gene15955,0.000000,17.724639,5.833475,13.883615,0.155996,0.286721,0.000000
gene15956,8.263445,0.021066,12.816962,0.028397,0.000000,0.000000,0.091206
gene15957,0.000000,0.000000,0.228007,0.000000,0.000000,0.000000,0.000000
gene15958,18.919166,5.239394,10.406462,8.886722,17.343530,0.328278,16.325275
gene15959,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000
gene15960,0.000000,0.000000,0.000000,0.000000,0.406299,0.000000,0.000000
gene15961,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000
gene15962,0.000000,0.000000,0.000000,0.167701,0.000000,0.000000,0.000000
gene15963,0.007194,0.000000,4.301269,0.000000,0.000000,0.000000,3.235511
gene15964,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000
gene15965,0.783754,0.000000,0.000000,9.061508,0.622866,4.373844,3.609704
gene15966,0.039072,0.000000,0.000000,0.000000,0.000000,8.866754,0.000000
gene15967,3.689685,31.749388,0.103197,13.925444,9.141332,27.913429,24.955256
gene15968,10.811594,62.207688,39.615238,33.204375,156.970425,69.540841,73.815911
gene15969,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000
gene15970,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000
gene15971,0.064877,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000
gene15972,0.000000,0.000000,4.619592,2.170352,28.337684,18.051063,0.000000
gene15973,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000
gene15974,4.925473,0.000000,24.739383,5.912864,0.106791,0.000000,0.000000
gene15975,1.391891,0.672053,0.083749,0.000000,4.688518,0.000000,0.197261
gene15976,288.445687,263.108075,259.441344,322.629206,303.555181,251.734494,236.542291
gene15977,13.483527,0.000000,12.752194,1.368595,0.000000,0.054015,0.000000
gene15978,34.361072,47.042131,33.625833,32.884594,32.680688,45.333062,24.137139
gene15979,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000
gene15980,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000
gene15981,30.938585,27.843383,22.212382,27.131443,11.699222,8.666456,31.226410
gene15982,0.135495,0.000000,0.000000,0.711483,23.260430,33.907397,3.618082
gene15983,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000
gene15984,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000
gene15985,15.530475,0.000000,0.930624,6.409740,0.000000,5.727134,0.000000
gene15986,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000
gene15987,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000
gene15988,7.252548,0.000000,31.027891,0.000000,0.000000,0.079949,0.000000
gene15989,0.033821,18.708256,20.402372,6.038266,17.504181,64.135299,23.766407
gene15990,33.525203,28.133975,0.000000,31.319233,0.000000,0.000000,25.346001
gene15991,0.000000,0.000000,0.000000,0.165114,0.000000,0.000000,0.176768
gene15992,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000
gene15993,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000
gene15994,1802.263216,1496.443132,1849.183981,901.369399,1743.870610,1932.089127,1146.078066
gene15995,0.000000,0.000000,0.000000,0.692505,0.000000,0.000000,0.000000
gene15996,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000
gene15997,0.000000,0.000000,0.000000,0.000000,0.000000,2.545952,0.000000
gene15998,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000
gene15999,38.761670,30.797968,5.271504,56.840032,34.529463,15.175601,21.328013
gene16000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000
gene16001,17.224285,4.219856,32.019625,36.263203,30.918385,50.724406,52.087197
gene16002,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000
gene16003,33.832867,0.020644,6.185187,7.597146,2.527691,2.701877,30.507592
gene16004,0.000000,0.201545,0.123486,42.654021,0.000000,33.240282,0.000000
gene16005,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000
gene16006,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000
gene16007,0.038947,0.000000,16.313550,0.000000,0.000000,0.000000,0.000000
gene16008,0.402754,0.000000,0.040052,0.000000,0.000000,0.000000,0.000000
gene16009,4.607587,12.997157,28.155941,20.700842,7.759370,37.444862,58.726400
gene16010,90.009659,38.129412,10.093783,27.095825,5.398448,1.322984,1.196219
