geneName,4cell,4cell,4cell,4cell,4cell,4cell,4cell
gene2122,0.024386,12.028436,3.099230,0.368143,11.099496,3.089155,5.997584
gene2123,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000
gene2124,550.055258,595.965744,308.379584,356.668060,211.719329,339.937269,249.445750
gene2125,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000
gene2126,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,3.410404
gene2127,0.313247,87.812731,112.144057,13.746326,96.386628,64.200207,128.549942
gene2128,0.000000,0.000000,0.000000,0.000000,0.459998,0.000000,0.014990
gene2129,0.091347,10.020553,48.456507,3.657447,0.365953,51.824485,31.709924
gene2130,14.938989,37.611394,35.356689,33.127284,18.389711,49.959432,43.170517
gene2131,25.295265,49.322469,21.523199,27.305621,37.860121,21.693577,14.861253
gene2132,0.000000,0.000000,1.363817,0.000000,0.000000,0.000000,0.000000
gene2133,0.000000,0.216107,0.476669,0.000000,0.000000,0.413907,21.425687
gene2134,0.000000,0.000000,0.000000,0.000000,0.000000,0.034201,0.000000
gene2135,0.049399,0.000000,18.613447,9.078734,0.000000,11.440565,0.000000
gene2136,0.044559,15.115366,14.808913,18.913154,14.771185,23.478854,32.083699
gene2137,3.379526,0.727329,0.701869,11.863273,4.026395,3.163367,21.281399
gene2138,0.000000,0.000000,0.000000,0.084715,5.402747,1.671765,0.030232
gene2139,0.000000,0.169083,1.204306,11.082749,10.351280,7.286443,5.612236
gene2140,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000
gene2141,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000
gene2142,0.000000,0.000000,0.000000,0.230547,0.000000,0.024816,0.504857
gene2143,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000
gene2144,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000
gene2145,0.000000,0.000000,0.000000,0.476919,0.000000,0.000000,0.000000
gene2146,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.088657
gene2147,70.865398,40.504836,20.053564,27.947592,24.644876,45.095000,34.026323
gene2148,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000
gene2149,0.255457,0.000000,0.228612,0.000000,1.458070,0.794083,0.269234
gene2150,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000
gene2151,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000
gene2152,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000
gene2153,0.000000,0.000000,0.073771,0.000000,0.000000,0.000000,0.000000
gene2154,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000
gene2155,107.466591,89.641917,35.992017,92.802193,22.370009,142.718403,55.370882
gene2156,0.472969,11.199911,1.715533,8.953891,3.789226,9.382894,5.580098
gene2157,0.000000,0.000000,0.000000,0.000000,0.173546,0.000000,0.000000
gene2158,248.771067,8.286894,88.836432,85.467055,102.290876,76.518261,252.907963
gene2159,0.000000,21.949966,9.775808,0.064958,15.692108,15.250822,0.000000
gene2160,0.000000,0.000000,0.000000,2.768746,13.567829,0.000000,0.000000
gene2161,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000
gene2162,0.000000,0.000000,0.000000,0.060802,0.000000,0.000000,0.000000
gene2163,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000
gene2164,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000
gene2165,0.132563,1.526366,0.474577,0.030710,3.699399,2.739211,1.227407
gene2166,0.000000,0.000000,0.708777,0.000000,1.506836,1.846433,1.020214
gene2167,16.413206,0.000000,3.504580,3.148435,1.407325,5.756614,7.417743
gene2168,35.301587,7.267632,1.119039,17.003235,11.201204,21.255924,38.383565
gene2169,0.000000,1.564362,2.691110,10.273416,4.023094,5.953990,21.041937
gene2170,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000
gene2171,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000
gene2172,0.032620,4.145567,0.000000,0.021411,0.000000,0.025351,0.045844
gene2173,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000
gene2174,24.077170,0.000000,9.698032,5.778876,1.460417,9.000354,17.036758
gene2175,39.560142,0.000000,39.868382,5.889259,0.000000,12.995285,27.569778
gene2176,155.906702,70.215771,89.049030,77.652923,78.914068,75.259380,71.545308
gene2177,6.127247,13.267139,14.904862,2.180279,9.964462,11.861043,9.273498
gene2178,34.227735,10.193106,6.200579,0.811143,0.190012,5.558795,26.183418
gene2179,1.211081,0.313282,0.000000,20.692841,5.472910,4.970794,12.206974
gene2180,0.000000,1.210872,3.004678,0.000000,3.785352,0.161053,14.736900
gene2181,2.945562,0.000000,0.000000,0.146840,6.101281,2.607951,7.545807
gene2182,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000
gene2183,4.077634,27.562766,9.262364,12.505868,17.304816,8.774701,9.200266
gene2184,12.079709,1.222976,0.802834,5.338213,43.845308,15.755081,13.531098
gene2185,0.000000,0.000000,0.000000,0.000000,29.846012,0.000000,0.000000
gene2186,399.089045,464.834397,736.445527,331.873288,383.364287,444.442768,229.117258
gene2187,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000
gene2188,83.219961,75.031507,51.374809,243.062899,141.113202,151.141819,178.288494
gene2189,23.661935,21.323748,60.956709,71.275607,71.801659,72.844502,91.676036
gene2190,0.000000,0.000000,0.000000,2.309341,0.474787,18.384049,0.052603
gene2191,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000
gene2192,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000
gene2193,33.576161,8.380524,10.913429,25.810567,10.953113,11.607576,17.751932
gene2194,0.032731,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000
gene2195,13.917516,7.514877,35.601332,13.627290,55.118883,12.137071,11.361451
gene2196,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000
gene2197,0.000000,0.000000,6.527983,8.216256,0.000000,0.000000,0.000000
gene2198,0.000000,13.765714,7.433243,38.086993,34.047258,5.941593,24.233251
gene2199,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,3.281487
gene2200,24.154361,3.786953,7.630047,27.192848,48.568333,30.453707,18.287081
gene2201,0.000000,0.000000,0.000000,0.026726,0.000000,1.455652,0.000000
gene2202,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000
gene2203,0.000000,1.432518,1.393990,0.170385,25.135264,0.000000,0.000000
gene2204,13.138308,18.133745,29.798516,34.321166,0.838280,13.714703,0.395581
gene2205,0.000000,0.000000,0.144263,1.653090,1.150104,3.288286,0.014158
gene2206,96.985429,281.536047,198.807319,282.942433,230.378477,142.315235,312.792272
gene2207,15.704594,0.000000,17.294482,52.015526,3.580319,8.099259,1.373102
gene2208,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000
gene2209,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000
gene2210,269.240269,227.889884,338.384999,283.371944,216.832647,294.587755,224.683945
gene2211,0.000000,0.000000,0.000000,0.000000,0.000000,2.291836,1.036119
gene2212,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000
gene2213,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000
gene2214,0.189849,0.041086,0.000000,0.470758,3.210985,0.131151,0.029646
gene2215,0.013286,0.000000,0.047565,0.017441,0.000000,0.000000,0.000000
gene2216,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000
gene2217,28.654333,0.592714,6.406023,0.063918,13.279164,3.859746,0.889584
gene2218,0.032167,67.601041,8.061127,35.259559,1.224108,12.299556,0.000000
gene2219,60.859768,46.924805,51.727999,92.510662,56.212812,119.010422,111.006709
gene2220,140.714716,95.605315,27.639620,57.119110,62.726943,34.173396,42.890472
gene2221,303.788425,351.978295,553.522840,627.543949,695.295137,574.742381,437.475653
gene2222,121.088187,87.337263,119.156024,65.381711,70.188091,80.628991,96.041421
gene2223,0.488938,0.158673,0.000000,1.283490,0.000000,5.318894,0.915915
gene2224,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000
gene2225,0.000000,0.000000,1.892965,3.287942,1.647391,0.230698,4.719426
gene2226,275.307373,78.244833,298.780634,121.450228,165.080442,168.426824,70.771532
gene2227,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000
gene2228,1672.873306,1467.756484,2783.541955,1735.715653,3328.916381,4117.512279,1674.956650
gene2229,465.478224,273.911565,435.391429,228.485891,332.663888,248.858092,311.039849
gene2230,290.824808,284.952066,486.030823,172.070958,168.290623,185.242337,163.278812
gene2231,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000
gene2232,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000
gene2233,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000
gene2234,0.000000,0.000000,0.000000,0.000000,0.000000,0.145630,0.000000
gene2235,1.998491,27.977157,23.625420,26.344497,32.216696,41.741353,43.710286
gene2236,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000
gene2237,36.511652,5.438868,4.911873,9.069108,15.151680,2.157661,12.522182
gene2238,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000
gene2239,13.098361,0.111114,1.062032,17.793994,8.105005,19.401631,0.000000
gene2240,24.519630,13.671855,8.950698,16.146107,24.877041,8.446167,3.915793
gene2241,80.589962,38.023545,47.848991,34.187203,42.856091,42.500371,41.698499
gene2242,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000
gene2243,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000
gene2244,0.000000,0.027693,7.279085,0.149321,23.205376,0.316724,2.917456
gene2245,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000
gene2246,17.226305,80.700659,13.982507,66.298484,20.763312,34.338137,38.331690
gene2247,1.353148,4.728277,5.342805,3.030168,6.663691,4.206404,5.481200
gene2248,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000
gene2249,10.446017,0.000000,18.672637,0.000000,26.468278,0.000000,43.974508
gene2250,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000
gene2251,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000
gene2252,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000
gene2253,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000
gene2254,0.000000,0.000000,0.000000,22.745732,16.180173,0.000000,17.926480
gene2255,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000
gene2256,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.370310
gene2257,35.502601,142.865205,145.558326,172.782020,137.567116,79.317834,144.176731
gene2258,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000
gene2259,23.270014,1.727858,2.308206,12.880310,1.525020,22.467088,7.276424
gene2260,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000
gene2261,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000
gene2262,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000
gene2263,0.519857,32.451113,28.102443,57.529399,28.487375,85.974174,47.635077
gene2264,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000
gene2265,0.000000,0.000000,0.187605,0.000000,0.000000,0.000000,0.000000
gene2266,36.652295,37.687173,97.939741,74.446497,37.566681,50.684504,172.313819
gene2267,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000
gene2268,0.379397,1.755017,2.376959,21.416307,24.063259,2.801133,1.666274
gene2269,62.717444,103.563421,80.683364,132.455489,93.020523,102.626218,46.105843
gene2270,0.000000,0.000000,2.608087,0.546515,0.000000,0.000000,0.000000
gene2271,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000
gene2272,8.135320,1.392085,5.606720,1.545374,6.133119,0.000000,0.000000
gene2273,0.000000,25.493198,0.258887,0.063289,0.000000,11.690069,0.000000
gene2274,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000
gene2275,0.000000,0.000000,0.806676,2.154293,7.193255,0.258304,15.200326
gene2276,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000
gene2277,0.074743,0.000000,0.200688,0.000000,0.000000,0.058088,0.000000
gene2278,4.455312,6.556950,0.000000,0.000000,0.592670,5.407763,4.291586
gene2279,138.465536,34.792868,41.994369,6.441365,76.246169,101.055009,44.392370
gene2280,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000
gene2281,0.000000,0.000000,0.000000,0.230505,0.000000,0.000000,0.000000
gene2282,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000
gene2283,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000
gene2284,10.270725,0.000000,0.051788,0.151920,16.001084,16.413891,0.528589
gene2285,10.652651,12.373203,13.506761,7.283438,22.169409,15.177943,13.723583
gene2286,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000
gene2287,213.411997,9.904800,206.264266,138.067930,137.812170,213.957304,95.510019
gene2288,3.929350,22.255920,119.571865,79.863988,85.020881,75.466775,79.597813
gene2289,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000
gene2290,31.816898,5.897962,1.770297,2.361636,9.152010,4.245624,3.428461
gene2291,0.000000,0.000000,0.000000,0.000000,0.426324,0.000000,0.787228
gene2292,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000
gene2293,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000
gene2294,0.195021,8.799706,8.174580,6.272332,1.607995,6.390961,1.644502
gene2295,0.000000,0.000000,0.000000,0.000000,0.000000,0.018628,0.000000
gene2296,0.000000,0.029831,0.000000,0.027922,0.000000,0.015871,0.029893
gene2297,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000
gene2298,0.000000,0.000000,0.000000,0.000000,0.000000,0.175071,0.000000
gene2299,26.440412,10.997004,2.711559,22.958981,58.694374,13.485075,50.513748
gene2300,69.528468,46.841194,96.508695,94.437432,59.418196,78.996764,97.642156
gene2301,0.000000,0.000000,0.000000,0.000000,2.352003,0.000000,0.118448
gene2302,0.000000,8.211640,12.222613,16.062473,14.881573,6.292014,8.243857
gene2303,207.208567,337.770064,113.767390,83.104233,172.003994,189.121012,212.539743
gene2304,1.631965,0.144471,1.327750,1.558023,1.881831,1.152965,1.042454
gene2305,204.288839,168.636343,295.761934,366.506694,275.939278,390.727716,608.140021
gene2306,118.924607,23.716814,15.047516,42.356408,12.106096,7.340166,10.910843
gene2307,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,37.308011
gene2308,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000
gene2309,10.363739,5.546730,0.525534,0.693739,0.074484,0.045634,0.000000
gene2310,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000
gene2311,6.656578,0.000000,0.267163,0.000000,0.000000,3.039018,0.000000
gene2312,0.000000,0.000000,0.000000,0.000000,0.041397,0.000000,0.000000
gene2313,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000
gene2314,0.000000,1.810910,0.055477,0.000000,0.000000,0.072259,1.263142
gene2315,149.339004,168.436928,98.725788,67.286209,68.463771,127.397157,36.432672
gene2316,14.186803,2.947712,2.826859,1.174777,29.113910,4.786590,0.036991
gene2317,0.013540,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000
gene2318,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000
gene2319,204.790708,235.658728,185.421714,364.010885,273.024656,325.718866,417.857428
gene2320,19.514803,0.467183,37.109031,16.958620,88.932667,74.060054,46.713057
gene2321,19.953926,0.000000,0.063669,29.696448,0.812135,19.294643,43.389768
gene2322,0.000000,0.134874,0.165273,0.303016,0.585602,0.358781,0.129761
gene2323,50.473434,124.295139,244.180219,204.672550,132.829046,233.467018,367.464917
gene2324,1.891104,0.452337,34.411446,0.000000,5.555265,0.670394,4.569501
gene2325,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000
gene2326,10.748519,5.339877,11.263131,6.804636,4.213077,8.669347,4.019532
gene2327,0.000000,0.000000,0.079373,0.000000,1.828044,0.017231,0.000000
gene2328,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000
gene2329,0.000000,0.697822,13.193049,0.604711,0.000000,24.980375,51.503708
gene2330,162.714507,249.072683,267.240798,332.723519,235.510776,247.290485,605.051906
gene2331,65.563162,31.820751,30.634966,20.345415,12.609479,37.904094,8.430418
gene2332,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000
gene2333,0.000000,0.000000,0.933233,0.000000,0.000000,1.479982,0.000000
gene2334,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000
gene2335,34.041628,28.664984,51.203765,34.011987,36.379427,20.239277,23.005129
gene2336,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000
gene2337,0.023446,1.027472,12.689183,2.708497,0.000000,0.364426,0.000000
gene2338,91.102160,97.059936,216.257279,163.635191,191.280691,147.288242,33.606952
gene2339,71.100209,59.925952,42.105218,79.998427,61.853141,76.728525,78.983121
gene2340,86.634956,3.053187,4.003241,26.148298,21.634606,11.078191,8.342363
gene2341,4.715571,20.631471,14.679628,17.135424,24.157440,31.442451,8.003773
gene2342,0.026029,17.820247,36.109867,5.638074,14.462028,28.604222,19.644512
gene2343,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000
gene2344,16.037486,145.665659,0.885253,2.179517,0.000000,0.822035,25.766157
gene2345,0.000000,0.000000,44.056199,2.467144,0.653146,0.000000,0.361819
gene2346,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000
gene2347,74.384906,53.800291,44.858170,46.913044,67.369414,102.222574,91.854639
gene2348,79.916048,64.594852,146.805493,137.228343,150.716380,32.823371,57.630553
gene2349,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000
gene2350,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000
gene2351,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.147383
gene2352,20.793040,6.052872,4.314357,28.286815,6.578661,20.881014,18.543126
gene2353,212.619586,139.050340,194.756787,163.347978,69.781820,37.307842,77.631474
gene2354,0.000000,0.108602,0.598858,0.000000,8.487670,0.000000,0.078363
gene2355,0.000000,0.000000,0.000000,0.000000,0.120355,0.000000,0.000000
gene2356,0.000000,0.000000,3.641752,12.752822,0.000000,0.000000,0.107222
gene2357,1.846761,10.354066,7.555994,16.243041,12.415851,4.633795,15.479997
gene2358,75.554806,220.390012,77.011895,41.173044,132.221253,101.668476,107.656150
gene2359,1.577479,10.691107,0.137742,0.000000,2.635487,10.844296,4.668280
gene2360,0.119672,40.609711,1.070928,39.900075,17.758798,42.685941,88.957828
gene2361,67.986369,0.000000,36.234922,0.000000,55.856937,4.011346,34.229718
gene2362,0.098144,4.141715,21.960079,39.510546,1.078964,26.696138,3.632223
gene2363,119.188657,44.522550,137.621905,116.022015,105.975349,75.337867,37.514055
gene2364,0.019157,0.000000,0.000000,0.025148,0.000000,0.000000,0.000000
gene2365,15.607188,12.302340,42.531156,33.359823,21.055442,21.176564,47.626326
gene2366,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000
gene2367,28.568875,16.526307,46.791366,19.620476,14.890780,14.446962,19.276741
gene2368,10.212531,0.000000,2.364667,0.933786,31.580833,0.276408,0.464144
gene2369,0.000000,0.000000,5.074963,0.000000,0.966188,1.249678,0.000000
gene2370,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000
gene2371,2.881300,11.004903,0.000000,13.406107,0.081216,2.338692,11.652429
gene2372,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000
gene2373,6.547802,5.179602,18.956854,7.900480,17.195195,13.922276,18.124961
gene2374,0.000000,0.000000,0.000000,11.781502,0.000000,0.000000,18.793478
gene2375,0.000000,0.000000,0.000000,0.000000,6.369081,0.029674,0.187815
gene2376,0.378397,0.000000,0.000000,0.165578,0.000000,0.130700,0.059088
gene2377,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000
gene2378,1282.564077,1226.633477,832.554689,790.404748,929.273838,938.624006,750.723078
gene2379,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000
gene2380,76.426999,51.334253,2.199458,0.000000,43.018544,18.907646,0.000000
gene2381,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000
gene2382,0.000000,12.447596,5.977365,0.000000,0.889885,5.277594,0.867617
gene2383,0.363334,0.056613,18.366662,0.000000,1.179876,0.722873,1.409345
gene2384,0.142274,3.463851,27.759488,0.000000,0.000000,0.000000,0.199953
gene2385,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000
gene2386,0.000000,0.000000,0.000000,0.046120,0.000000,0.000000,0.000000
gene2387,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000
gene2388,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000
gene2389,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000
gene2390,0.000000,0.076924,0.000000,0.000000,0.000000,0.000000,0.000000
gene2391,41.200124,31.550626,39.026574,18.937933,0.516937,28.630681,49.311995
gene2392,0.000000,0.000000,0.000000,0.000000,0.138910,0.000000,0.000000
gene2393,92.177767,109.532733,63.542042,47.150935,60.634876,75.601951,64.127290
gene2394,0.696437,0.000000,0.373992,49.095056,19.082072,6.603242,1.566043
gene2395,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000
gene2396,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000
gene2397,74.218268,69.076882,40.416571,162.802527,122.672292,124.257175,109.173304
gene2398,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000
gene2399,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000
gene2400,71.916873,13.622655,47.575257,45.368100,65.131957,32.997796,56.434050
gene2401,0.000000,0.000000,0.000000,3.346766,0.000000,0.000000,11.414376
gene2402,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000
gene2403,0.000000,63.747676,18.249761,0.000000,0.000000,1.481017,0.000000
gene2404,50.780021,54.724069,116.781868,151.604301,111.765358,156.598191,75.003022
gene2405,72.928468,179.904627,97.959732,143.527232,64.263095,125.441297,83.948400
gene2406,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000
gene2407,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000
gene2408,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000
gene2409,0.072558,0.000000,0.000000,11.214460,0.245439,0.112780,0.000000
gene2410,0.000000,0.000000,1.514655,0.000000,3.145190,1.039946,0.000000
gene2411,0.052686,0.000000,0.000000,0.092217,4.856406,0.054594,0.222133
gene2412,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000
gene2413,55.578018,0.000000,6.059400,10.338610,3.505296,14.066709,0.000000
gene2414,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000
gene2415,0.000000,0.000000,0.000000,0.000000,0.000000,6.251896,0.000000
gene2416,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000
gene2417,0.052527,5.652494,6.957855,12.411912,7.529271,9.225896,3.211261
gene2418,0.000000,4.492765,51.101329,15.166446,88.531489,119.206446,31.531793
gene2419,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000
gene2420,0.011429,3.572838,0.122751,0.030007,4.204391,0.799418,4.208408
gene2421,6.855729,0.675149,0.344717,24.218712,0.586280,2.155172,0.054130
gene2422,0.155600,6.637063,0.055705,5.120198,0.447390,16.607340,44.581698
gene2423,53.190495,50.311271,59.913178,35.634705,31.368273,24.619236,36.538605
gene2424,126.579058,115.329389,146.246719,51.846703,53.003909,91.189194,83.334331
gene2425,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000
gene2426,63.317398,5.490919,10.608157,42.646583,3.043504,11.150663,30.449033
gene2427,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000
gene2428,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000
gene2429,0.025422,0.000000,0.091012,0.000000,0.000000,0.000000,0.000000
gene2430,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000
gene2431,1.412299,1.998182,9.253625,8.570356,2.997101,0.869793,16.228375
gene2432,0.000000,0.052379,0.000000,2.541835,0.000000,0.000000,0.000000
gene2433,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000
gene2434,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000
gene2435,0.000000,0.000000,0.486348,0.000000,4.135799,0.000000,0.000000
gene2436,0.033147,4.615920,29.843901,9.746811,0.000000,0.103041,6.754571
gene2437,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000
gene2438,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000
gene2439,6.527777,35.612288,19.718251,6.116927,11.603567,24.898682,6.156359
gene2440,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000
gene2441,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000
gene2442,0.015866,0.957843,0.028397,0.020826,0.000000,0.000000,5.127816
gene2443,0.000000,0.034556,5.589451,3.400642,6.301621,0.110314,0.199473
gene2444,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000
gene2445,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,29.068544
gene2446,0.021083,0.000000,0.113214,0.083028,0.374401,0.032769,0.000000
gene2447,223.963113,180.000249,186.424771,244.771089,204.072160,157.835714,221.381824
gene2448,74.428020,53.594158,21.118795,48.640826,65.875950,35.478011,35.048588
gene2449,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000
gene2450,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000
gene2451,0.000000,0.000000,0.756734,0.000000,0.000000,1.043625,0.000000
gene2452,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000
gene2453,0.000000,0.000000,0.753680,0.000000,0.000000,0.000000,0.000000
gene2454,84.077466,0.711714,29.519587,76.793218,24.103265,30.621325,22.730202
gene2455,4.051144,15.487232,24.371291,48.303912,17.699068,32.590274,6.220046
gene2456,0.367268,0.000000,0.000000,0.030132,0.000000,0.000000,0.290314
gene2457,0.190090,0.000000,0.000000,0.000000,0.000000,0.000000,0.200347
gene2458,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000
gene2459,0.000000,0.000000,0.000000,0.145834,0.000000,0.000000,0.000000
gene2460,1.015840,1.468929,5.179627,6.182792,26.006131,4.497643,47.718734
gene2461,0.000000,0.000000,0.077659,0.037969,0.000000,0.000000,0.000000
gene2462,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000
gene2463,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000
gene2464,0.000000,7.449184,0.000000,0.000000,0.000000,0.000000,0.000000
gene2465,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000
gene2466,2.959597,110.727577,70.443219,92.665523,70.922460,32.449477,106.342455
gene2467,0.000000,0.000000,0.074443,2.565934,0.000000,0.000000,0.000000
gene2468,0.000000,0.000000,0.000000,212.231166,257.351942,171.727159,68.198103
gene2469,46.990358,66.742990,21.508068,52.742767,136.222719,71.954022,65.611683
